fecha_corte,epi_year,epi_week,last_day_of_epi_week,complete_epi_week,rango_edad,dosis,n,n_acum,pob2022,pct_acum
2022-11-04,2022,43,2022-10-29,1,20-39,2,2227,10140052,10976804,0.92377088996032
2022-11-04,2022,43,2022-10-29,1,20-39,3,10824,8463966,10976804,0.7710774465864563
2022-11-04,2022,43,2022-10-29,1,20-39,4,38942,1321748,10976804,0.1204128269029856
2022-11-04,2022,43,2022-10-29,1,40-59,1,478,7366928,7889210,0.9337979341404272
2022-11-04,2022,43,2022-10-29,1,40-59,2,823,7182672,7889210,0.9104424904394737
2022-11-04,2022,43,2022-10-29,1,40-59,3,4270,6289913,7889210,0.7972804628093307
2022-11-04,2022,43,2022-10-29,1,40-59,4,20811,2177352,7889210,0.27599113219194316
2022-11-04,2022,43,2022-10-29,1,60-79,1,155,3362711,3660867,0.9185559049263466
2022-11-04,2022,43,2022-10-29,1,60-79,2,221,3304705,3660867,0.9027110244649696
2022-11-04,2022,43,2022-10-29,1,60-79,3,1289,3024530,3660867,0.826178607417314
2022-11-04,2022,43,2022-10-29,1,60-79,4,7777,1606622,3660867,0.4388637992038498
2022-11-04,2022,43,2022-10-29,1,80+,1,31,618996,719349,0.8604946972887986
2022-11-04,2022,43,2022-10-29,1,80+,2,42,604339,719349,0.840119330116536
2022-11-04,2022,43,2022-10-29,1,80+,3,218,541605,719349,0.7529099227217942
2022-11-04,2022,43,2022-10-29,1,80+,4,1263,308434,719349,0.4287682335000118
2022-11-04,2022,44,2022-11-05,0,0-19,1,9708,8066741,11566367,0.6974308354559388
2022-11-04,2022,44,2022-11-05,0,0-19,2,2650,7062218,11566367,0.6105822165248604
2022-11-04,2022,44,2022-11-05,0,0-19,3,9709,3105415,11566367,0.2684866388901545
2022-11-04,2022,44,2022-11-05,0,0-19,4,1735,57826,11566367,0.004999495520071255
2022-11-04,2022,44,2022-11-05,0,20-39,1,498,10580698,10976804,0.963914268670553
2022-11-04,2022,44,2022-11-05,0,20-39,2,839,10140891,10976804,0.9238473238658539
2022-11-04,2022,44,2022-11-05,0,20-39,3,4298,8468264,10976804,0.7714689995375703
2022-11-04,2022,44,2022-11-05,0,20-39,4,16428,1338176,10976804,0.12190943739179455
2022-11-04,2022,44,2022-11-05,0,40-59,1,218,7367146,7889210,0.9338255668184774
2022-11-04,2022,44,2022-11-05,0,40-59,2,311,7182983,7889210,0.9104819113700865
2022-11-04,2022,44,2022-11-05,0,40-59,3,1757,6291670,7889210,0.7975031720539826
2022-11-04,2022,44,2022-11-05,0,40-59,4,9296,2186648,7889210,0.2771694504265953
2022-11-04,2022,44,2022-11-05,0,60-79,1,72,3362783,3660867,0.9185755723985602
2022-11-04,2022,44,2022-11-05,0,60-79,2,96,3304801,3660867,0.9027372477612544
2022-11-04,2022,44,2022-11-05,0,60-79,3,504,3025034,3660867,0.8263162797228089
2022-11-04,2022,44,2022-11-05,0,60-79,4,3377,1609999,3660867,0.43978625828253254
2022-11-04,2022,44,2022-11-05,0,80+,1,11,619007,719349,0.860509988892735
2022-11-04,2022,44,2022-11-05,0,80+,2,19,604358,719349,0.8401457428869714
2022-11-04,2022,44,2022-11-05,0,80+,3,75,541680,719349,0.7530141836577239
2022-11-04,2022,44,2022-11-05,0,80+,4,467,308901,719349,0.42941743159439993
