fecha_corte,epi_year,epi_week,last_day_of_epi_week,complete_epi_week,rango_edad,dosis,n,n_acum,pob2022,pct_acum
2022-11-04,2022,28,2022-07-16,1,0-19,4,1174,4715,11566367,4.076474488488909e-4
2022-11-04,2022,28,2022-07-16,1,20-39,1,7998,10526131,10976804,0.9589431495724985
2022-11-04,2022,28,2022-07-16,1,20-39,2,14806,10037022,10976804,0.9143847334797998
2022-11-04,2022,28,2022-07-16,1,20-39,3,92277,7893326,10976804,0.7190914586795938
2022-11-04,2022,28,2022-07-16,1,20-39,4,79539,292487,10976804,0.026645916243015728
2022-11-04,2022,28,2022-07-16,1,40-59,1,3589,7343194,7889210,0.9307895213842704
2022-11-04,2022,28,2022-07-16,1,40-59,2,5871,7143349,7889210,0.9054580876919235
2022-11-04,2022,28,2022-07-16,1,40-59,3,45474,6048858,7889210,0.7667254389222748
2022-11-04,2022,28,2022-07-16,1,40-59,4,211025,1149793,7889210,0.14574247611611302
2022-11-04,2022,28,2022-07-16,1,60-79,1,949,3355617,3660867,0.9166181125946394
2022-11-04,2022,28,2022-07-16,1,60-79,2,1371,3294141,3660867,0.8998253692363039
2022-11-04,2022,28,2022-07-16,1,60-79,3,12914,2952661,3660867,0.8065469190768197
2022-11-04,2022,28,2022-07-16,1,60-79,4,105727,1175240,3660867,0.3210277783923863
2022-11-04,2022,28,2022-07-16,1,80+,1,145,617742,719349,0.8587514544400562
2022-11-04,2022,28,2022-07-16,1,80+,2,236,602581,719349,0.8376754537783468
2022-11-04,2022,28,2022-07-16,1,80+,3,1816,529976,719349,0.7367439170694614
2022-11-04,2022,28,2022-07-16,1,80+,4,14929,236730,719349,0.32908921816809367
2022-11-04,2022,29,2022-07-23,1,0-19,1,28657,7825798,11566367,0.6765994888455468
2022-11-04,2022,29,2022-07-23,1,0-19,2,43712,6809898,11566367,0.5887672421253796
2022-11-04,2022,29,2022-07-23,1,0-19,3,109713,1995632,11566367,0.1725374960002566
2022-11-04,2022,29,2022-07-23,1,0-19,4,1657,6372,11566367,5.509076445525203e-4
2022-11-04,2022,29,2022-07-23,1,20-39,1,7781,10533912,10976804,0.9596520079979565
2022-11-04,2022,29,2022-07-23,1,20-39,2,14330,10051352,10976804,0.9156902136541748
2022-11-04,2022,29,2022-07-23,1,20-39,3,89946,7983272,10976804,0.7272856470790587
2022-11-04,2022,29,2022-07-23,1,20-39,4,133165,425652,10976804,0.03877740734006
2022-11-04,2022,29,2022-07-23,1,40-59,1,3549,7346743,7889210,0.9312393763127107
2022-11-04,2022,29,2022-07-23,1,40-59,2,5633,7148982,7889210,0.9061721008820909
2022-11-04,2022,29,2022-07-23,1,40-59,3,43294,6092152,7889210,0.7722131873787109
2022-11-04,2022,29,2022-07-23,1,40-59,4,198905,1348698,7889210,0.17095475972879415
2022-11-04,2022,29,2022-07-23,1,60-79,1,939,3356556,3660867,0.9168746092114245
2022-11-04,2022,29,2022-07-23,1,60-79,2,1394,3295535,3660867,0.9002061533511051
2022-11-04,2022,29,2022-07-23,1,60-79,3,12080,2964741,3660867,0.8098466838593152
2022-11-04,2022,29,2022-07-23,1,60-79,4,90275,1265515,3660867,0.34568723747680535
2022-11-04,2022,29,2022-07-23,1,80+,1,155,617897,719349,0.8589669270409773
2022-11-04,2022,29,2022-07-23,1,80+,2,208,602789,719349,0.8379646041073248
2022-11-04,2022,29,2022-07-23,1,80+,3,1736,531712,719349,0.7391572101997779
2022-11-04,2022,29,2022-07-23,1,80+,4,12861,249591,719349,0.34696788346129626
2022-11-04,2022,30,2022-07-30,1,0-19,1,17254,7843052,11566367,0.6780912277813768
2022-11-04,2022,30,2022-07-30,1,0-19,2,26800,6836698,11566367,0.5910843050371823
2022-11-04,2022,30,2022-07-30,1,0-19,3,85410,2081042,11566367,0.17992183716805804
2022-11-04,2022,30,2022-07-30,1,0-19,4,1675,8047,11566367,6.957240765401963e-4
2022-11-04,2022,30,2022-07-30,1,20-39,1,6041,10539953,10976804,0.9602023503380401
2022-11-04,2022,30,2022-07-30,1,20-39,2,11007,10062359,10976804,0.9166929645459644
2022-11-04,2022,30,2022-07-30,1,20-39,3,65763,8049035,10976804,0.7332767351954176
2022-11-04,2022,30,2022-07-30,1,20-39,4,91148,516800,10976804,0.047081099380111006
2022-11-04,2022,30,2022-07-30,1,40-59,1,2941,7349684,7889210,0.9316121639555799
2022-11-04,2022,30,2022-07-30,1,40-59,2,4337,7153319,7889210,0.9067218390688041
2022-11-04,2022,30,2022-07-30,1,40-59,3,30276,6122428,7889210,0.77605083398718
2022-11-04,2022,30,2022-07-30,1,40-59,4,128135,1476833,7889210,0.18719656340748947
2022-11-04,2022,30,2022-07-30,1,60-79,1,747,3357303,3660867,0.9170786592356401
2022-11-04,2022,30,2022-07-30,1,60-79,2,1053,3296588,3660867,0.9004937901322282
2022-11-04,2022,30,2022-07-30,1,60-79,3,8363,2973104,3660867,0.8121311153887864
2022-11-04,2022,30,2022-07-30,1,60-79,4,53003,1318518,3660867,0.360165501778677
2022-11-04,2022,30,2022-07-30,1,80+,1,130,618027,719349,0.8591476459965885
2022-11-04,2022,30,2022-07-30,1,80+,2,160,602949,719349,0.8381870274373079
2022-11-04,2022,30,2022-07-30,1,80+,3,1176,532888,719349,0.7407920216751535
2022-11-04,2022,30,2022-07-30,1,80+,4,7655,257246,719349,0.3576094496551743
2022-11-04,2022,31,2022-08-06,1,0-19,1,15515,7858567,11566367,0.6794326170006537
2022-11-04,2022,31,2022-08-06,1,0-19,2,22812,6859510,11566367,0.5930565751544975
2022-11-04,2022,31,2022-08-06,1,0-19,3,112008,2193050,11566367,0.18960577681825244
2022-11-04,2022,31,2022-08-06,1,0-19,4,1898,9945,11566367,8.598205469357837e-4
2022-11-04,2022,31,2022-08-06,1,20-39,1,4452,10544405,10976804,0.9606079328737217
2022-11-04,2022,31,2022-08-06,1,20-39,2,8403,10070762,10976804,0.9174584879168837
2022-11-04,2022,31,2022-08-06,1,20-39,3,51589,8100624,10976804,0.737976554924366
2022-11-04,2022,31,2022-08-06,1,20-39,4,77556,594356,10976804,0.05414654393027333
2022-11-04,2022,31,2022-08-06,1,40-59,1,1888,7351572,7889210,0.9318514781581426
2022-11-04,2022,31,2022-08-06,1,40-59,2,3076,7156395,7889210,0.9071117386911998
2022-11-04,2022,31,2022-08-06,1,40-59,3,21987,6144415,7889210,0.7788378050527239
2022-11-04,2022,31,2022-08-06,1,40-59,4,94869,1571702,7889210,0.1992217218200555
2022-11-04,2022,31,2022-08-06,1,60-79,1,565,3357868,3660867,0.9172329942606492
2022-11-04,2022,31,2022-08-06,1,60-79,2,769,3297357,3660867,0.9007038496618424
2022-11-04,2022,31,2022-08-06,1,60-79,3,5887,2978991,3660867,0.8137392044015803
2022-11-04,2022,31,2022-08-06,1,60-79,4,38361,1356879,3660867,0.3706441670784544
2022-11-04,2022,31,2022-08-06,1,80+,1,87,618114,719349,0.8592685886822669
2022-11-04,2022,31,2022-08-06,1,80+,2,138,603087,719349,0.8383788675594183
2022-11-04,2022,31,2022-08-06,1,80+,3,876,533764,719349,0.7420097894068108
2022-11-04,2022,31,2022-08-06,1,80+,4,5696,262942,719349,0.36552772020257207
2022-11-04,2022,32,2022-08-13,1,0-19,1,19136,7877703,11566367,0.681087069085738
2022-11-04,2022,32,2022-08-13,1,0-19,2,28632,6888142,11566367,0.5955320283369877
2022-11-04,2022,32,2022-08-13,1,0-19,3,122688,2315738,11566367,0.2002130833303145
2022-11-04,2022,32,2022-08-13,1,0-19,4,2781,12726,11566367,0.0011002590528209938
2022-11-04,2022,32,2022-08-13,1,20-39,1,5654,10550059,10976804,0.9611230190499894
2022-11-04,2022,32,2022-08-13,1,20-39,2,10823,10081585,10976804,0.918444476188151
2022-11-04,2022,32,2022-08-13,1,20-39,3,61197,8161821,10976804,0.7435516749684152
2022-11-04,2022,32,2022-08-13,1,20-39,4,89388,683744,10976804,0.0622898978609803
2022-11-04,2022,32,2022-08-13,1,40-59,1,2504,7354076,7889210,0.9321688736895075
2022-11-04,2022,32,2022-08-13,1,40-59,2,3975,7160370,7889210,0.9076155914217013
2022-11-04,2022,32,2022-08-13,1,40-59,3,25132,6169547,7889210,0.7820234218635326
2022-11-04,2022,32,2022-08-13,1,40-59,4,104189,1675891,7889210,0.21242824059696724
2022-11-04,2022,32,2022-08-13,1,60-79,1,700,3358568,3660867,0.9174242057960587
2022-11-04,2022,32,2022-08-13,1,60-79,2,1060,3298417,3660867,0.9009933985583196
2022-11-04,2022,32,2022-08-13,1,60-79,3,7101,2986092,3660867,0.8156789088486416
2022-11-04,2022,32,2022-08-13,1,60-79,4,42971,1399850,3660867,0.3823820969185715
2022-11-04,2022,32,2022-08-13,1,80+,1,135,618249,719349,0.8594562583669401
2022-11-04,2022,32,2022-08-13,1,80+,2,154,603241,719349,0.838592950014527
2022-11-04,2022,32,2022-08-13,1,80+,3,1041,534805,719349,0.7434569311975133
2022-11-04,2022,32,2022-08-13,1,80+,4,6667,269609,719349,0.3747958223338046
2022-11-04,2022,33,2022-08-20,1,0-19,1,21766,7899469,11566367,0.6829689045834357
2022-11-04,2022,33,2022-08-20,1,0-19,2,33352,6921494,11566367,0.5984155612561836
2022-11-04,2022,33,2022-08-20,1,0-19,3,146470,2462208,11566367,0.2128765238038876
2022-11-04,2022,33,2022-08-20,1,0-19,4,3195,15921,11566367,0.0013764909932392772
2022-11-04,2022,33,2022-08-20,1,20-39,1,6106,10556165,10976804,0.961679282967975
2022-11-04,2022,33,2022-08-20,1,20-39,2,11513,10093098,10976804,0.919493324286377
2022-11-04,2022,33,2022-08-20,1,20-39,3,62241,8224062,10976804,0.749221904663689
2022-11-04,2022,33,2022-08-20,1,20-39,4,93361,777105,10976804,0.07079519685329172
2022-11-04,2022,33,2022-08-20,1,40-59,1,2642,7356718,7889210,0.9325037614666107
2022-11-04,2022,33,2022-08-20,1,40-59,2,4282,7164652,7889210,0.9081583580612
2022-11-04,2022,33,2022-08-20,1,40-59,3,25759,6195306,7889210,0.7852885143125864
2022-11-04,2022,33,2022-08-20,1,40-59,4,104149,1780040,7889210,0.22562968915772302
2022-11-04,2022,33,2022-08-20,1,60-79,1,860,3359428,3660867,0.9176591228252761
2022-11-04,2022,33,2022-08-20,1,60-79,2,1270,3299687,3660867,0.9013403109154198
2022-11-04,2022,33,2022-08-20,1,60-79,3,9234,2995326,3660867,0.8182012621600293
2022-11-04,2022,33,2022-08-20,1,60-79,4,47080,1446930,3660867,0.3952424384715424
2022-11-04,2022,33,2022-08-20,1,80+,1,191,618440,719349,0.8597217762171074
2022-11-04,2022,33,2022-08-20,1,80+,2,253,603494,719349,0.8389446569050628
2022-11-04,2022,33,2022-08-20,1,80+,3,1820,536625,719349,0.7459869965760708
2022-11-04,2022,33,2022-08-20,1,80+,4,8770,278379,719349,0.38698740110850227
2022-11-04,2022,34,2022-08-27,1,0-19,1,20824,7920293,11566367,0.6847692970489351
2022-11-04,2022,34,2022-08-27,1,0-19,2,32603,6954097,11566367,0.6012343374544488
2022-11-04,2022,34,2022-08-27,1,0-19,3,146188,2608396,11566367,0.22551558324234394
2022-11-04,2022,34,2022-08-27,1,0-19,4,3290,19211,11566367,0.0016609364029344738
2022-11-04,2022,34,2022-08-27,1,20-39,1,5623,10561788,10976804,0.9621915450070895
2022-11-04,2022,34,2022-08-27,1,20-39,2,10414,10103512,10976804,0.9204420521674614
2022-11-04,2022,34,2022-08-27,1,20-39,3,55937,8279999,10976804,0.754317832403676
2022-11-04,2022,34,2022-08-27,1,20-39,4,87574,864679,10976804,0.07877329320993615
2022-11-04,2022,34,2022-08-27,1,40-59,1,2412,7359130,7889210,0.9328094955008169
2022-11-04,2022,34,2022-08-27,1,40-59,2,3951,7168603,7889210,0.908659168662008
2022-11-04,2022,34,2022-08-27,1,40-59,3,22941,6218247,7889210,0.7881964100334508
2022-11-04,2022,34,2022-08-27,1,40-59,4,93570,1873610,7889210,0.23749019230062327
2022-11-04,2022,34,2022-08-27,1,60-79,1,838,3360266,3660867,0.9178880303490949
2022-11-04,2022,34,2022-08-27,1,60-79,2,1209,3300896,3660867,0.9016705605530057
2022-11-04,2022,34,2022-08-27,1,60-79,3,7802,3003128,3660867,0.8203324513018364
2022-11-04,2022,34,2022-08-27,1,60-79,4,40471,1487401,3660867,0.40629746997091126
2022-11-04,2022,34,2022-08-27,1,80+,1,171,618611,719349,0.8599594911510269
2022-11-04,2022,34,2022-08-27,1,80+,2,211,603705,719349,0.839237977671478
2022-11-04,2022,34,2022-08-27,1,80+,3,1471,538096,719349,0.7480319010661028
2022-11-04,2022,34,2022-08-27,1,80+,4,7767,286146,719349,0.3977846636333685
2022-11-04,2022,35,2022-09-03,1,0-19,1,10845,7931138,11566367,0.6857069294100732
2022-11-04,2022,35,2022-09-03,1,0-19,2,17192,6971289,11566367,0.602720716020856
2022-11-04,2022,35,2022-09-03,1,0-19,3,84087,2692483,11566367,0.23278554104326796
2022-11-04,2022,35,2022-09-03,1,0-19,4,2192,21403,11566367,0.0018504513993028234
2022-11-04,2022,35,2022-09-03,1,20-39,1,3574,10565362,10976804,0.9625171406904961
2022-11-04,2022,35,2022-09-03,1,20-39,2,6548,10110060,10976804,0.92103858281518
2022-11-04,2022,35,2022-09-03,1,20-39,3,34672,8314671,10976804,0.7574764931577533
2022-11-04,2022,35,2022-09-03,1,20-39,4,52970,917649,10976804,0.08359892369400054
2022-11-04,2022,35,2022-09-03,1,40-59,1,1477,7360607,7889210,0.9329967132323769
2022-11-04,2022,35,2022-09-03,1,40-59,2,2636,7171239,7889210,0.9089932959066878
2022-11-04,2022,35,2022-09-03,1,40-59,3,13910,6232157,7889210,0.7899595777016963
2022-11-04,2022,35,2022-09-03,1,40-59,4,54432,1928042,7889210,0.2443897424456948
2022-11-04,2022,35,2022-09-03,1,60-79,1,480,3360746,3660867,0.9180191468305186
2022-11-04,2022,35,2022-09-03,1,60-79,2,669,3301565,3660867,0.9018533041489899
2022-11-04,2022,35,2022-09-03,1,60-79,3,4052,3007180,3660867,0.8214392929325212
2022-11-04,2022,35,2022-09-03,1,60-79,4,20919,1508320,3660867,0.41201169012695626
2022-11-04,2022,35,2022-09-03,1,80+,1,93,618704,719349,0.8600887747115795
2022-11-04,2022,35,2022-09-03,1,80+,2,105,603810,719349,0.8393839429817793
2022-11-04,2022,35,2022-09-03,1,80+,3,674,538770,719349,0.7489688593436565
2022-11-04,2022,35,2022-09-03,1,80+,4,4134,290280,719349,0.4035315264218064
2022-11-04,2022,36,2022-09-10,1,0-19,1,10727,7941865,11566367,0.6866343597777936
2022-11-04,2022,36,2022-09-10,1,0-19,2,16899,6988188,11566367,0.6041817625188618
2022-11-04,2022,36,2022-09-10,1,0-19,3,78125,2770608,11566367,0.23954003880388716
2022-11-04,2022,36,2022-09-10,1,0-19,4,2388,23791,11566367,0.002056912079653015
2022-11-04,2022,36,2022-09-10,1,20-39,1,3035,10568397,10976804,0.9627936328279161
2022-11-04,2022,36,2022-09-10,1,20-39,2,5937,10115997,10976804,0.9215794506306207
2022-11-04,2022,36,2022-09-10,1,20-39,3,32329,8347000,10976804,0.7604217038037666
2022-11-04,2022,36,2022-09-10,1,20-39,4,51930,969579,10976804,0.08832980893163438
2022-11-04,2022,36,2022-09-10,1,40-59,1,1343,7361950,7889210,0.9331669457398143
2022-11-04,2022,36,2022-09-10,1,40-59,2,2318,7173557,7889210,0.9092871149329274
2022-11-04,2022,36,2022-09-10,1,40-59,3,12731,6244888,7889210,0.7915733007487442
2022-11-04,2022,36,2022-09-10,1,40-59,4,46030,1974072,7889210,0.2502242936872006
2022-11-04,2022,36,2022-09-10,1,60-79,1,441,3361187,3660867,0.9181396100978265
2022-11-04,2022,36,2022-09-10,1,60-79,2,616,3302181,3660867,0.9020215703001502
2022-11-04,2022,36,2022-09-10,1,60-79,3,3762,3010942,3660867,0.8224669183556791
2022-11-04,2022,36,2022-09-10,1,60-79,4,18889,1527209,3660867,0.4171713968303137
2022-11-04,2022,36,2022-09-10,1,80+,1,76,618780,719349,0.8601944257933215
2022-11-04,2022,36,2022-09-10,1,80+,2,95,603905,719349,0.8395160068339568
2022-11-04,2022,36,2022-09-10,1,80+,3,531,539301,719349,0.7497070267700379
2022-11-04,2022,36,2022-09-10,1,80+,4,3831,294111,719349,0.4088571750290888
2022-11-04,2022,37,2022-09-17,1,0-19,1,10970,7952835,11566367,0.6875827993353488
2022-11-04,2022,37,2022-09-17,1,0-19,2,18217,7006405,11566367,0.6057567600958884
2022-11-04,2022,37,2022-09-17,1,0-19,3,83218,2853826,11566367,0.24673486497532027
2022-11-04,2022,37,2022-09-17,1,0-19,4,5653,29444,11566367,0.002545656730415004
2022-11-04,2022,37,2022-09-17,1,20-39,1,2880,10571277,10976804,0.9630560042795699
2022-11-04,2022,37,2022-09-17,1,20-39,2,5763,10121760,10976804,0.9221044668375239
2022-11-04,2022,37,2022-09-17,1,20-39,3,28579,8375579,10976804,0.7630252849554388
2022-11-04,2022,37,2022-09-17,1,20-39,4,73440,1043019,10976804,0.09502028094880804
2022-11-04,2022,37,2022-09-17,1,40-59,1,1245,7363195,7889210,0.9333247562176694
2022-11-04,2022,37,2022-09-17,1,40-59,2,2222,7175779,7889210,0.9095687654403927
2022-11-04,2022,37,2022-09-17,1,40-59,3,11255,6256143,7889210,0.7929999328196359
2022-11-04,2022,37,2022-09-17,1,40-59,4,45843,2019915,7889210,0.25603514166817715
2022-11-04,2022,37,2022-09-17,1,60-79,1,368,3361555,3660867,0.9182401327335847
2022-11-04,2022,37,2022-09-17,1,60-79,2,571,3302752,3660867,0.9021775442811771
2022-11-04,2022,37,2022-09-17,1,60-79,3,3233,3014175,3660867,0.8233500424899347
2022-11-04,2022,37,2022-09-17,1,60-79,4,18071,1545280,3660867,0.4221076591965783
2022-11-04,2022,37,2022-09-17,1,80+,1,45,618825,719349,0.8602569823548792
2022-11-04,2022,37,2022-09-17,1,80+,2,84,603989,719349,0.8396327790821979
2022-11-04,2022,37,2022-09-17,1,80+,3,456,539757,719349,0.7503409332604897
2022-11-04,2022,37,2022-09-17,1,80+,4,3077,297188,719349,0.41313465369382596
2022-11-04,2022,38,2022-09-24,1,0-19,1,9992,7962827,11566367,0.6884466833881373
2022-11-04,2022,38,2022-09-24,1,0-19,2,16527,7022932,11566367,0.6071856443773572
2022-11-04,2022,38,2022-09-24,1,0-19,3,72822,2926648,11566367,0.25303087823514503
2022-11-04,2022,38,2022-09-24,1,0-19,4,5660,35104,11566367,0.003035006584176345
2022-11-04,2022,38,2022-09-24,1,20-39,1,2565,10573842,10976804,0.9632896788536991
2022-11-04,2022,38,2022-09-24,1,20-39,2,5283,10127043,10976804,0.9225857544691515
2022-11-04,2022,38,2022-09-24,1,20-39,3,25872,8401451,10976804,0.765382255162796
2022-11-04,2022,38,2022-09-24,1,20-39,4,70108,1113127,10976804,0.10140720377260995
2022-11-04,2022,38,2022-09-24,1,40-59,1,1177,7364372,7889210,0.9334739473280594
2022-11-04,2022,38,2022-09-24,1,40-59,2,2062,7177841,7889210,0.909830135083234
2022-11-04,2022,38,2022-09-24,1,40-59,3,10559,6266702,7889210,0.7943383431294134
2022-11-04,2022,38,2022-09-24,1,40-59,4,42372,2062287,7889210,0.26140602164221766
2022-11-04,2022,38,2022-09-24,1,60-79,1,377,3361932,3660867,0.9183431138033695
2022-11-04,2022,38,2022-09-24,1,60-79,2,529,3303281,3660867,0.9023220455700794
2022-11-04,2022,38,2022-09-24,1,60-79,3,3118,3017293,3660867,0.8242017533005159
2022-11-04,2022,38,2022-09-24,1,60-79,4,16649,1561929,3660867,0.4266554889866253
2022-11-04,2022,38,2022-09-24,1,80+,1,40,618865,719349,0.860312588187375
2022-11-04,2022,38,2022-09-24,1,80+,2,108,604097,719349,0.8397829148299365
2022-11-04,2022,38,2022-09-24,1,80+,3,455,540212,719349,0.7509734496051291
2022-11-04,2022,38,2022-09-24,1,80+,4,2937,300125,719349,0.41721751194482787
2022-11-04,2022,39,2022-10-01,1,0-19,1,11161,7973988,11566367,0.6894116363418176
2022-11-04,2022,39,2022-10-01,1,0-19,2,13836,7036768,11566367,0.6083818713343611
2022-11-04,2022,39,2022-10-01,1,0-19,3,62110,2988758,11566367,0.2584007579908194
2022-11-04,2022,39,2022-10-01,1,0-19,4,5645,40749,11566367,0.003523059574367647
2022-11-04,2022,39,2022-10-01,1,20-39,1,1996,10575838,10976804,0.963471516845887
2022-11-04,2022,39,2022-10-01,1,20-39,2,4146,10131189,10976804,0.9229634600380949
2022-11-04,2022,39,2022-10-01,1,20-39,3,19600,8421051,10976804,0.7671678386532181
2022-11-04,2022,39,2022-10-01,1,20-39,4,59334,1172461,10976804,0.1068126022838706
2022-11-04,2022,39,2022-10-01,1,40-59,1,854,7365226,7889210,0.9335821964429899
2022-11-04,2022,39,2022-10-01,1,40-59,2,1617,7179458,7889210,0.9100350985713398
2022-11-04,2022,39,2022-10-01,1,40-59,3,7780,6274482,7889210,0.7953245001717536
2022-11-04,2022,39,2022-10-01,1,40-59,4,34042,2096329,7889210,0.2657210291017732
2022-11-04,2022,39,2022-10-01,1,60-79,1,264,3362196,3660867,0.9184152278681526
2022-11-04,2022,39,2022-10-01,1,60-79,2,491,3303772,3660867,0.9024561668042024
2022-11-04,2022,39,2022-10-01,1,60-79,3,2263,3019556,3660867,0.8248199128785613
2022-11-04,2022,39,2022-10-01,1,60-79,4,13221,1575150,3660867,0.4302669285718383
2022-11-04,2022,39,2022-10-01,1,80+,1,46,618911,719349,0.8603765348947451
2022-11-04,2022,39,2022-10-01,1,80+,2,79,604176,719349,0.8398927363491157
2022-11-04,2022,39,2022-10-01,1,80+,3,466,540678,719349,0.7516212575537048
2022-11-04,2022,39,2022-10-01,1,80+,4,2732,302857,719349,0.42101539030428903
2022-11-04,2022,40,2022-10-08,1,0-19,1,8255,7982243,11566367,0.6901253435931957
2022-11-04,2022,40,2022-10-08,1,0-19,2,4061,7040829,11566367,0.6087329755315563
2022-11-04,2022,40,2022-10-08,1,0-19,3,19791,3008549,11566367,0.26011183978512875
2022-11-04,2022,40,2022-10-08,1,0-19,4,3207,43956,11566367,0.0038003290056419616
2022-11-04,2022,40,2022-10-08,1,20-39,1,976,10576814,10976804,0.9635604316156141
2022-11-04,2022,40,2022-10-08,1,20-39,2,2102,10133291,10976804,0.9231549547573228
2022-11-04,2022,40,2022-10-08,1,20-39,3,10047,8431098,10976804,0.7680831323944566
2022-11-04,2022,40,2022-10-08,1,20-39,4,32282,1204743,10976804,0.10975353117355471
2022-11-04,2022,40,2022-10-08,1,40-59,1,391,7365617,7889210,0.9336317578059147
2022-11-04,2022,40,2022-10-08,1,40-59,2,704,7180162,7889210,0.9101243343756853
2022-11-04,2022,40,2022-10-08,1,40-59,3,3339,6277821,7889210,0.7957477364653749
2022-11-04,2022,40,2022-10-08,1,40-59,4,18276,2114605,7889210,0.26803761086344513
2022-11-04,2022,40,2022-10-08,1,60-79,1,115,3362311,3660867,0.918446641191827
2022-11-04,2022,40,2022-10-08,1,60-79,2,210,3303982,3660867,0.9025135302648253
2022-11-04,2022,40,2022-10-08,1,60-79,3,971,3020527,3660867,0.8250851505941079
2022-11-04,2022,40,2022-10-08,1,60-79,4,6937,1582087,3660867,0.4321618348877465
2022-11-04,2022,40,2022-10-08,1,80+,1,16,618927,719349,0.8603987772277434
2022-11-04,2022,40,2022-10-08,1,80+,2,41,604217,719349,0.8399497323274239
2022-11-04,2022,40,2022-10-08,1,80+,3,208,540886,719349,0.7519104078826828
2022-11-04,2022,40,2022-10-08,1,80+,4,1234,304091,719349,0.42273083023678354
2022-11-04,2022,41,2022-10-15,1,0-19,1,19262,8001505,11566367,0.6917906893322683
2022-11-04,2022,41,2022-10-15,1,0-19,2,5485,7046314,11566367,0.6092071953103338
2022-11-04,2022,41,2022-10-15,1,0-19,3,29283,3037832,11566367,0.26264357684655865
2022-11-04,2022,41,2022-10-15,1,0-19,4,3861,47817,11566367,0.004134141688569972
2022-11-04,2022,41,2022-10-15,1,20-39,1,1024,10577838,10976804,0.9636537192428689
2022-11-04,2022,41,2022-10-15,1,20-39,2,2263,10135554,10976804,0.9233611167695078
2022-11-04,2022,41,2022-10-15,1,20-39,3,11467,8442565,10976804,0.769127789837552
2022-11-04,2022,41,2022-10-15,1,20-39,4,39476,1244219,10976804,0.11334984208518253
2022-11-04,2022,41,2022-10-15,1,40-59,1,380,7365997,7889210,0.9336799248593965
2022-11-04,2022,41,2022-10-15,1,40-59,2,861,7181023,7889210,0.910233470778443
2022-11-04,2022,41,2022-10-15,1,40-59,3,3960,6281781,7889210,0.7962496878648179
2022-11-04,2022,41,2022-10-15,1,40-59,4,21763,2136368,7889210,0.2707961887185155
2022-11-04,2022,41,2022-10-15,1,60-79,1,113,3362424,3660867,0.9184775081968288
2022-11-04,2022,41,2022-10-15,1,60-79,2,238,3304220,3660867,0.9025785421868645
2022-11-04,2022,41,2022-10-15,1,60-79,3,1382,3021909,3660867,0.8254626567968735
2022-11-04,2022,41,2022-10-15,1,60-79,4,8894,1590981,3660867,0.4345913140247925
2022-11-04,2022,41,2022-10-15,1,80+,1,15,618942,719349,0.8604196294149293
2022-11-04,2022,41,2022-10-15,1,80+,2,40,604257,719349,0.8400053381599196
2022-11-04,2022,41,2022-10-15,1,80+,3,267,541153,719349,0.7522815768145921
2022-11-04,2022,41,2022-10-15,1,80+,4,1761,305852,719349,0.4251788770124098
2022-11-04,2022,42,2022-10-22,1,0-19,1,26815,8028320,11566367,0.6941090491076412
2022-11-04,2022,42,2022-10-22,1,0-19,2,6155,7052469,11566367,0.6097393416619065
2022-11-04,2022,42,2022-10-22,1,0-19,3,27146,3064978,11566367,0.26499055407804367
2022-11-04,2022,42,2022-10-22,1,0-19,4,4072,51889,11566367,0.004486196919049863
2022-11-04,2022,42,2022-10-22,1,20-39,1,1186,10579024,10976804,0.9637617652642791
2022-11-04,2022,42,2022-10-22,1,20-39,2,2271,10137825,10976804,0.9235680075912807
2022-11-04,2022,42,2022-10-22,1,20-39,3,10577,8453142,10976804,0.7700913672139905
2022-11-04,2022,42,2022-10-22,1,20-39,4,38587,1282806,10976804,0.11686516403135193
2022-11-04,2022,42,2022-10-22,1,40-59,1,453,7366450,7889210,0.9337373450573632
2022-11-04,2022,42,2022-10-22,1,40-59,2,826,7181849,7889210,0.9103381707420641
2022-11-04,2022,42,2022-10-22,1,40-59,3,3862,6285643,7889210,0.7967392172346788
2022-11-04,2022,42,2022-10-22,1,40-59,4,20173,2156541,7889210,0.27335322548138535
2022-11-04,2022,42,2022-10-22,1,60-79,1,132,3362556,3660867,0.9185135652292203
2022-11-04,2022,42,2022-10-22,1,60-79,2,264,3304484,3660867,0.9026506562516475
2022-11-04,2022,42,2022-10-22,1,60-79,3,1332,3023241,3660867,0.8258265050328242
2022-11-04,2022,42,2022-10-22,1,60-79,4,7864,1598845,3660867,0.43673943904545015
2022-11-04,2022,42,2022-10-22,1,80+,1,23,618965,719349,0.8604516027686144
2022-11-04,2022,42,2022-10-22,1,80+,2,40,604297,719349,0.8400609439924154
2022-11-04,2022,42,2022-10-22,1,80+,3,234,541387,719349,0.7526068709346924
2022-11-04,2022,42,2022-10-22,1,80+,4,1319,307171,719349,0.42701247933895786
2022-11-04,2022,43,2022-10-29,1,0-19,1,28713,8057033,11566367,0.6965915053534096
2022-11-04,2022,43,2022-10-29,1,0-19,2,7099,7059568,11566367,0.6103531039608202
2022-11-04,2022,43,2022-10-29,1,0-19,3,30728,3095706,11566367,0.267647222330054
2022-11-04,2022,43,2022-10-29,1,0-19,4,4202,56091,11566367,0.004849491633803423
2022-11-04,2022,43,2022-10-29,1,20-39,1,1176,10580200,10976804,0.9638689002737044
