location,epi_year,epi_week,last_day_of_epi_week,complete_epi_week,vaccine_dose,vaccinations_epi_week,total_vaccinations,pct_total_population
Peru,2023,18,2023-05-06,1,5,40380,1207372,3.568598091284811
Peru,2023,19,2023-05-13,1,1,1702,30491730,90.12361515586895
Peru,2023,19,2023-05-13,1,2,2333,28653912,84.69162418131523
Peru,2023,19,2023-05-13,1,3,8757,22118826,65.37604006475291
Peru,2023,19,2023-05-13,1,4,21463,6951257,20.545649942379136
Peru,2023,19,2023-05-13,1,5,43487,1250859,3.6971314887759754
Peru,2023,20,2023-05-20,1,1,2132,30493862,90.12991665294741
Peru,2023,20,2023-05-20,1,2,2761,28656673,84.69978479737229
Peru,2023,20,2023-05-20,1,3,10723,22129549,65.40773375761049
Peru,2023,20,2023-05-20,1,4,24176,6975433,20.61710631825575
Peru,2023,20,2023-05-20,1,5,44197,1295056,3.8277634148439272
Peru,2023,21,2023-05-27,1,1,1816,30495678,90.13528415702551
Peru,2023,21,2023-05-27,1,2,2737,28659410,84.7078744772521
Peru,2023,21,2023-05-27,1,3,10459,22140008,65.4386471525184
Peru,2023,21,2023-05-27,1,4,23576,6999009,20.686789289701277
Peru,2023,21,2023-05-27,1,5,39941,1334997,3.9458159921473652
Peru,2023,22,2023-06-03,1,1,1417,30497095,90.13947234715693
Peru,2023,22,2023-06-03,1,2,2228,28661638,84.71445971903954
Peru,2023,22,2023-06-03,1,3,7419,22147427,65.4605752983088
Peru,2023,22,2023-06-03,1,4,17485,7016494,20.738469250497218
Peru,2023,22,2023-06-03,1,5,31752,1366749,4.039664554640511
Peru,2023,23,2023-06-10,0,1,457,30497552,90.1408230901986
Peru,2023,23,2023-06-10,0,2,644,28662282,84.7163631731289
Peru,2023,23,2023-06-10,0,3,2227,22149654,65.46715758442218
Peru,2023,23,2023-06-10,0,4,5176,7021670,20.7537678193894
Peru,2023,23,2023-06-10,0,5,11127,1377876,4.072552339815028
