location,fecha_corte,epi_year,epi_week,last_day_of_epi_week,complete_epi_week,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_recieving_booster_per_hundred
Peru,2022-07-18,2022,9,2022-03-05,1,60,69,91.3397,89.1135,67.31
Peru,2022-07-18,2022,9,2022-03-05,1,70,79,90.3627,88.2786,71.3073
Peru,2022-07-18,2022,9,2022-03-05,1,80,,85.2037,82.5856,64.312
Peru,2022-07-18,2022,10,2022-03-12,1,0,17,56.0835,39.8409,0.396
Peru,2022-07-18,2022,10,2022-03-12,1,18,24,94.7123,86.3289,24.1205
Peru,2022-07-18,2022,10,2022-03-12,1,25,49,93.2077,87.9138,42.8389
Peru,2022-07-18,2022,10,2022-03-12,1,50,59,91.7634,88.9092,60.8282
Peru,2022-07-18,2022,10,2022-03-12,1,60,69,91.3894,89.2062,68.1701
Peru,2022-07-18,2022,10,2022-03-12,1,70,79,90.4242,88.3994,72.2325
Peru,2022-07-18,2022,10,2022-03-12,1,80,,85.2746,82.7184,65.1632
Peru,2022-07-18,2022,11,2022-03-19,1,0,17,57.5975,42.0605,0.4526
Peru,2022-07-18,2022,11,2022-03-19,1,18,24,94.938,86.8479,26.7037
Peru,2022-07-18,2022,11,2022-03-19,1,25,49,93.3439,88.2032,44.9059
Peru,2022-07-18,2022,11,2022-03-19,1,50,59,91.8325,89.0377,62.1638
Peru,2022-07-18,2022,11,2022-03-19,1,60,69,91.4399,89.2967,69.0484
Peru,2022-07-18,2022,11,2022-03-19,1,70,79,90.4726,88.4928,73.0342
Peru,2022-07-18,2022,11,2022-03-19,1,80,,85.3324,82.8171,65.8544
Peru,2022-07-18,2022,12,2022-03-26,1,0,17,58.6719,43.9769,0.5143
Peru,2022-07-18,2022,12,2022-03-26,1,18,24,95.1586,87.387,30.1995
Peru,2022-07-18,2022,12,2022-03-26,1,25,49,93.4803,88.5133,47.558
Peru,2022-07-18,2022,12,2022-03-26,1,50,59,91.9015,89.1781,63.6882
Peru,2022-07-18,2022,12,2022-03-26,1,60,69,91.4926,89.3913,70.0662
Peru,2022-07-18,2022,12,2022-03-26,1,70,79,90.5201,88.581,73.8337
Peru,2022-07-18,2022,12,2022-03-26,1,80,,85.3844,82.9165,66.5334
Peru,2022-07-18,2022,13,2022-04-02,1,0,17,59.4665,45.5936,0.6217
Peru,2022-07-18,2022,13,2022-04-02,1,18,24,95.3726,87.871,36.6782
Peru,2022-07-18,2022,13,2022-04-02,1,25,49,93.6152,88.7913,51.9413
Peru,2022-07-18,2022,13,2022-04-02,1,50,59,91.9745,89.3071,65.5625
Peru,2022-07-18,2022,13,2022-04-02,1,60,69,91.5463,89.4747,71.2737
Peru,2022-07-18,2022,13,2022-04-02,1,70,79,90.5653,88.6561,74.6293
Peru,2022-07-18,2022,13,2022-04-02,1,80,,85.4321,82.9892,67.1492
Peru,2022-07-18,2022,14,2022-04-09,1,0,17,60.126,46.9779,0.7517
Peru,2022-07-18,2022,14,2022-04-09,1,18,24,95.5503,88.2852,42.3631
Peru,2022-07-18,2022,14,2022-04-09,1,25,49,93.7279,89.0313,55.8746
Peru,2022-07-18,2022,14,2022-04-09,1,50,59,92.0373,89.4171,67.2825
Peru,2022-07-18,2022,14,2022-04-09,1,60,69,91.5919,89.5497,72.3839
Peru,2022-07-18,2022,14,2022-04-09,1,70,79,90.6014,88.7225,75.4571
Peru,2022-07-18,2022,14,2022-04-09,1,80,,85.4714,83.0618,67.8081
Peru,2022-07-18,2022,15,2022-04-16,1,0,17,60.6526,48.0891,0.8973
Peru,2022-07-18,2022,15,2022-04-16,1,18,24,95.6951,88.6255,46.7019
Peru,2022-07-18,2022,15,2022-04-16,1,25,49,93.8205,89.2264,58.8509
Peru,2022-07-18,2022,15,2022-04-16,1,50,59,92.0869,89.5082,68.6969
Peru,2022-07-18,2022,15,2022-04-16,1,60,69,91.6291,89.6148,73.3157
Peru,2022-07-18,2022,15,2022-04-16,1,70,79,90.6342,88.78,76.1472
Peru,2022-07-18,2022,15,2022-04-16,1,80,,85.5066,83.1243,68.4157
Peru,2022-07-18,2022,16,2022-04-23,1,0,17,61.2745,49.3676,1.3342
Peru,2022-07-18,2022,16,2022-04-23,1,18,24,95.8577,89.0141,50.7541
Peru,2022-07-18,2022,16,2022-04-23,1,25,49,93.9261,89.4598,61.6693
Peru,2022-07-18,2022,16,2022-04-23,1,50,59,92.1429,89.6175,70.1344
Peru,2022-07-18,2022,16,2022-04-23,1,60,69,91.6696,89.6916,74.2896
Peru,2022-07-18,2022,16,2022-04-23,1,70,79,90.6702,88.8474,76.8993
Peru,2022-07-18,2022,16,2022-04-23,1,80,,85.5455,83.199,69.044
Peru,2022-07-18,2022,17,2022-04-30,1,0,17,62.05,50.767,2.624
Peru,2022-07-18,2022,17,2022-04-30,1,18,24,96.0094,89.3624,54.2354
Peru,2022-07-18,2022,17,2022-04-30,1,25,49,94.031,89.6741,64.0569
Peru,2022-07-18,2022,17,2022-04-30,1,50,59,92.2011,89.72,71.4244
Peru,2022-07-18,2022,17,2022-04-30,1,60,69,91.7113,89.7626,75.1716
Peru,2022-07-18,2022,17,2022-04-30,1,70,79,90.7017,88.9093,77.6078
Peru,2022-07-18,2022,17,2022-04-30,1,80,,85.584,83.2618,69.6512
Peru,2022-07-18,2022,18,2022-05-07,1,0,17,62.2491,51.1342,3.3639
Peru,2022-07-18,2022,18,2022-05-07,1,18,24,96.102,89.5626,56.3937
Peru,2022-07-18,2022,18,2022-05-07,1,25,49,94.0952,89.7916,65.389
Peru,2022-07-18,2022,18,2022-05-07,1,50,59,92.2354,89.775,72.1167
Peru,2022-07-18,2022,18,2022-05-07,1,60,69,91.737,89.8015,75.6971
Peru,2022-07-18,2022,18,2022-05-07,1,70,79,90.7361,88.9681,78.3438
Peru,2022-07-18,2022,18,2022-05-07,1,80,,85.6181,83.317,70.3362
Peru,2022-07-18,2022,19,2022-05-14,1,0,17,62.4527,51.547,4.1808
Peru,2022-07-18,2022,19,2022-05-14,1,18,24,96.1933,89.767,58.1537
Peru,2022-07-18,2022,19,2022-05-14,1,25,49,94.1548,89.9087,66.5264
Peru,2022-07-18,2022,19,2022-05-14,1,50,59,92.2683,89.834,72.7728
Peru,2022-07-18,2022,19,2022-05-14,1,60,69,91.7648,89.8445,76.1898
Peru,2022-07-18,2022,19,2022-05-14,1,70,79,90.7646,89.021,78.9147
Peru,2022-07-18,2022,19,2022-05-14,1,80,,85.6469,83.3708,70.8739
Peru,2022-07-18,2022,20,2022-05-21,1,0,17,62.6825,52.0717,5.1339
Peru,2022-07-18,2022,20,2022-05-21,1,18,24,96.2969,90.0152,59.9335
Peru,2022-07-18,2022,20,2022-05-21,1,25,49,94.2243,90.0555,67.6507
Peru,2022-07-18,2022,20,2022-05-21,1,50,59,92.308,89.9064,73.4572
Peru,2022-07-18,2022,20,2022-05-21,1,60,69,91.7941,89.8953,76.693
Peru,2022-07-18,2022,20,2022-05-21,1,70,79,90.7945,89.068,79.3516
Peru,2022-07-18,2022,20,2022-05-21,1,80,,85.6715,83.4175,71.2655
Peru,2022-07-18,2022,21,2022-05-28,1,0,17,62.9398,52.6036,6.0582
Peru,2022-07-18,2022,21,2022-05-28,1,18,24,96.4026,90.2734,61.5975
Peru,2022-07-18,2022,21,2022-05-28,1,25,49,94.2978,90.2104,68.7398
Peru,2022-07-18,2022,21,2022-05-28,1,50,59,92.3522,89.9837,74.1515
Peru,2022-07-18,2022,21,2022-05-28,1,60,69,91.8264,89.9515,77.2026
Peru,2022-07-18,2022,21,2022-05-28,1,70,79,90.8228,89.1194,79.768
Peru,2022-07-18,2022,21,2022-05-28,1,80,,85.7001,83.4701,71.6492
Peru,2022-07-18,2022,22,2022-06-04,1,0,17,63.1333,52.9797,6.7475
Peru,2022-07-18,2022,22,2022-06-04,1,18,24,96.4947,90.4803,62.9849
Peru,2022-07-18,2022,22,2022-06-04,1,25,49,94.3611,90.3343,69.6618
Peru,2022-07-18,2022,22,2022-06-04,1,50,59,92.3898,90.0478,74.7604
Peru,2022-07-18,2022,22,2022-06-04,1,60,69,91.8572,89.9935,77.6529
Peru,2022-07-18,2022,22,2022-06-04,1,70,79,90.8484,89.1552,80.1086
Peru,2022-07-18,2022,22,2022-06-04,1,80,,85.7303,83.504,71.957
Peru,2022-07-18,2022,23,2022-06-11,1,0,17,63.3213,53.3289,7.3959
Peru,2022-07-18,2022,23,2022-06-11,1,18,24,96.5894,90.688,64.2698
Peru,2022-07-18,2022,23,2022-06-11,1,25,49,94.427,90.458,70.4993
Peru,2022-07-18,2022,23,2022-06-11,1,50,59,92.4325,90.1109,75.3122
Peru,2022-07-18,2022,23,2022-06-11,1,60,69,91.888,90.039,78.0754
Peru,2022-07-18,2022,23,2022-06-11,1,70,79,90.8714,89.1928,80.4396
Peru,2022-07-18,2022,23,2022-06-11,1,80,,85.7567,83.543,72.2528
Peru,2022-07-18,2022,24,2022-06-18,1,0,17,63.4918,53.6484,8.001
Peru,2022-07-18,2022,24,2022-06-18,1,18,24,96.6741,90.8731,65.3753
Peru,2022-07-18,2022,24,2022-06-18,1,25,49,94.4866,90.5669,71.197
Peru,2022-07-18,2022,24,2022-06-18,1,50,59,92.4694,90.1685,75.7698
Peru,2022-07-18,2022,24,2022-06-18,1,60,69,91.9156,90.0808,78.4284
Peru,2022-07-18,2022,24,2022-06-18,1,70,79,90.8939,89.2323,80.7628
Peru,2022-07-18,2022,24,2022-06-18,1,80,,85.7816,83.5852,72.5588
Peru,2022-07-18,2022,25,2022-06-25,1,0,17,63.6426,53.9312,8.5585
Peru,2022-07-18,2022,25,2022-06-25,1,18,24,96.7483,91.0308,66.3394
Peru,2022-07-18,2022,25,2022-06-25,1,25,49,94.5385,90.6673,71.805
Peru,2022-07-18,2022,25,2022-06-25,1,50,59,92.502,90.2238,76.1861
Peru,2022-07-18,2022,25,2022-06-25,1,60,69,91.9397,90.1215,78.7543
Peru,2022-07-18,2022,25,2022-06-25,1,70,79,90.9162,89.2734,81.1104
Peru,2022-07-18,2022,25,2022-06-25,1,80,,85.8095,83.6301,72.8803
Peru,2022-07-18,2022,26,2022-07-02,1,0,17,63.7977,54.2092,9.1392
Peru,2022-07-18,2022,26,2022-07-02,1,18,24,96.8141,91.1787,67.2628
Peru,2022-07-18,2022,26,2022-07-02,1,25,49,94.5829,90.7571,72.4007
Peru,2022-07-18,2022,26,2022-07-02,1,50,59,92.5301,90.2728,76.5963
Peru,2022-07-18,2022,26,2022-07-02,1,60,69,91.9627,90.1578,79.0694
Peru,2022-07-18,2022,26,2022-07-02,1,70,79,90.9337,89.3048,81.3836
Peru,2022-07-18,2022,26,2022-07-02,1,80,,85.8282,83.6634,73.1315
Peru,2022-07-18,2022,27,2022-07-09,1,0,17,63.9399,54.453,9.7098
Peru,2022-07-18,2022,27,2022-07-09,1,18,24,96.8791,91.319,68.1712
Peru,2022-07-18,2022,27,2022-07-09,1,25,49,94.6272,90.8448,72.9964
Peru,2022-07-18,2022,27,2022-07-09,1,50,59,92.5573,90.3192,77.0017
Peru,2022-07-18,2022,27,2022-07-09,1,60,69,91.9844,90.1896,79.3703
Peru,2022-07-18,2022,27,2022-07-09,1,70,79,90.9478,89.3326,81.6228
Peru,2022-07-18,2022,27,2022-07-09,1,80,,85.8435,83.6912,73.3498
Peru,2022-07-18,2022,28,2022-07-16,1,0,17,64.1216,54.7388,10.3839
Peru,2022-07-18,2022,28,2022-07-16,1,18,24,96.9479,91.46,69.1015
Peru,2022-07-18,2022,28,2022-07-16,1,25,49,94.678,90.9356,73.6136
Peru,2022-07-18,2022,28,2022-07-16,1,50,59,92.588,90.3691,77.4318
Peru,2022-07-18,2022,28,2022-07-16,1,60,69,92.0064,90.2212,79.697
Peru,2022-07-18,2022,28,2022-07-16,1,70,79,90.9654,89.3584,81.8496
Peru,2022-07-18,2022,28,2022-07-16,1,80,,85.8603,83.7169,73.5614
Peru,2022-07-18,2022,29,2022-07-23,0,0,17,64.1317,54.7552,10.4239
Peru,2022-07-18,2022,29,2022-07-23,0,18,24,96.9514,91.4663,69.1489
Peru,2022-07-18,2022,29,2022-07-23,0,25,49,94.6804,90.9399,73.6453
Peru,2022-07-18,2022,29,2022-07-23,0,50,59,92.5895,90.3714,77.4532
Peru,2022-07-18,2022,29,2022-07-23,0,60,69,92.0077,90.223,79.7141
Peru,2022-07-18,2022,29,2022-07-23,0,70,79,90.9659,89.3599,81.8593
Peru,2022-07-18,2022,29,2022-07-23,0,80,,85.8607,83.7185,73.5705
